,estimator,min_score,mean_score,max_score,std_score,C,gamma,kernel,n_neighbors,weights,max_depth,max_features,min_samples_split,n_estimators,learning_rate,min_samples_leaf,loss,alpha,l1_ratio,max_iter
587,DecisionTreeRegressor,0.277458714,0.462610739,0.596893319,0.135278459,NAN,NAN,NAN,,,120,log2,,,,,,,,
1258,DecisionTreeRegressor,0.196229635,0.462556379,0.73290978,0.219117252,NAN,NAN,NAN,,,344,sqrt,,,,,,,,
3205,DecisionTreeRegressor,0.392157838,0.462328434,0.518071273,0.052406542,NAN,NAN,NAN,,,993,sqrt,,,,,,,,
1453,DecisionTreeRegressor,0.234623162,0.462185749,0.595936723,0.161735043,NAN,NAN,NAN,,,409,sqrt,,,,,,,,
2038,DecisionTreeRegressor,0.178168478,0.462108224,0.673209865,0.208559402,NAN,NAN,NAN,,,604,sqrt,,,,,,,,
2300,DecisionTreeRegressor,0.372357735,0.462077859,0.560701911,0.077148524,NAN,NAN,NAN,,,691,log2,,,,,,,,
1193,DecisionTreeRegressor,0.284150283,0.462069745,0.745317997,0.202467332,NAN,NAN,NAN,,,322,log2,,,,,,,,
2332,DecisionTreeRegressor,0.410215643,0.461814088,0.530722482,0.050696484,NAN,NAN,NAN,,,702,sqrt,,,,,,,,
2389,DecisionTreeRegressor,0.192670096,0.461578626,0.650086943,0.195201927,NAN,NAN,NAN,,,721,sqrt,,,,,,,,
2014,DecisionTreeRegressor,0.095328393,0.461435069,0.758130332,0.275003104,NAN,NAN,NAN,,,596,sqrt,,,,,,,,
2150,DecisionTreeRegressor,0.396271906,0.461418117,0.520546301,0.050912957,NAN,NAN,NAN,,,641,log2,,,,,,,,
3020,DecisionTreeRegressor,0.338498158,0.461233759,0.646596432,0.133348539,NAN,NAN,NAN,,,931,log2,,,,,,,,
2986,DecisionTreeRegressor,0.286439563,0.461148761,0.647773556,0.147754412,NAN,NAN,NAN,,,920,sqrt,,,,,,,,
395,DecisionTreeRegressor,0.253279868,0.461095008,0.600773312,0.149821882,NAN,NAN,NAN,,,56,log2,,,,,,,,
1232,DecisionTreeRegressor,0.409976302,0.461030715,0.488162429,0.036124685,NAN,NAN,NAN,,,335,log2,,,,,,,,
2608,DecisionTreeRegressor,0.415169128,0.460993392,0.492458948,0.033146729,NAN,NAN,NAN,,,794,sqrt,,,,,,,,
3200,DecisionTreeRegressor,0.352731205,0.460667965,0.665393856,0.144834584,NAN,NAN,NAN,,,991,log2,,,,,,,,
2633,DecisionTreeRegressor,0.407344277,0.460604882,0.558825373,0.069534999,NAN,NAN,NAN,,,802,log2,,,,,,,,
1759,DecisionTreeRegressor,0.281528276,0.460525032,0.642794735,0.147504571,NAN,NAN,NAN,,,511,sqrt,,,,,,,,
466,DecisionTreeRegressor,0.202188381,0.46047456,0.590103556,0.182636339,NAN,NAN,NAN,,,80,sqrt,,,,,,,,
2105,DecisionTreeRegressor,0.295549285,0.460258556,0.653549044,0.147543488,NAN,NAN,NAN,,,626,log2,,,,,,,,
560,DecisionTreeRegressor,0.343264829,0.460092491,0.602821166,0.107534552,NAN,NAN,NAN,,,111,log2,,,,,,,,
1313,DecisionTreeRegressor,0.326373659,0.460059782,0.539299279,0.095070697,NAN,NAN,NAN,,,362,log2,,,,,,,,
640,DecisionTreeRegressor,0.268971837,0.459807881,0.609707786,0.142084651,NAN,NAN,NAN,,,138,sqrt,,,,,,,,
695,DecisionTreeRegressor,0.272815742,0.459503975,0.64197086,0.150736503,NAN,NAN,NAN,,,156,log2,,,,,,,,
3049,DecisionTreeRegressor,0.341111166,0.459432193,0.577947497,0.096688125,NAN,NAN,NAN,,,941,sqrt,,,,,,,,
259,DecisionTreeRegressor,0.347320425,0.459188328,0.572220898,0.091818927,NAN,NAN,NAN,,,11,sqrt,,,,,,,,
728,DecisionTreeRegressor,0.415470574,0.458954851,0.499059351,0.034208557,NAN,NAN,NAN,,,167,log2,,,,,,,,
1940,DecisionTreeRegressor,0.36189328,0.45883309,0.543511133,0.074650404,NAN,NAN,NAN,,,571,log2,,,,,,,,
2957,DecisionTreeRegressor,0.289927042,0.458772421,0.625300872,0.136925595,NAN,NAN,NAN,,,910,log2,,,,,,,,
670,DecisionTreeRegressor,0.359544242,0.458676331,0.628739583,0.120802746,NAN,NAN,NAN,,,148,sqrt,,,,,,,,
2011,DecisionTreeRegressor,0.234175733,0.458671559,0.576963835,0.158819218,NAN,NAN,NAN,,,595,sqrt,,,,,,,,
652,DecisionTreeRegressor,0.207307016,0.458565829,0.660414987,0.188251063,NAN,NAN,NAN,,,142,sqrt,,,,,,,,
568,DecisionTreeRegressor,0.364554717,0.45849037,0.550547483,0.075942846,NAN,NAN,NAN,,,114,sqrt,,,,,,,,
3326,ElasticNet,0.201385139,0.458469852,0.672262092,0.194656886,NAN,NAN,NAN,,,,,,,,,,0.01,0,1
248,DecisionTreeRegressor,0.369065247,0.45840328,0.522498964,0.065132473,NAN,NAN,NAN,,,7,log2,,,,,,,,
2653,DecisionTreeRegressor,0.348046309,0.458396136,0.601160581,0.105844979,NAN,NAN,NAN,,,809,sqrt,,,,,,,,
578,DecisionTreeRegressor,0.388793592,0.458351227,0.51223948,0.051600187,NAN,NAN,NAN,,,117,log2,,,,,,,,
2104,DecisionTreeRegressor,0.269878728,0.4581912,0.59502257,0.137640491,NAN,NAN,NAN,,,626,sqrt,,,,,,,,
3329,ElasticNet,0.201064551,0.458028885,0.671477227,0.194494649,NAN,NAN,NAN,,,,,,,,,,0.01,0.1,1
617,DecisionTreeRegressor,0.320519365,0.457952696,0.560652591,0.101063677,NAN,NAN,NAN,,,130,log2,,,,,,,,
2069,DecisionTreeRegressor,0.406979392,0.457849852,0.510270786,0.042182785,NAN,NAN,NAN,,,614,log2,,,,,,,,
1144,DecisionTreeRegressor,0.30003305,0.457768459,0.577914848,0.116516878,NAN,NAN,NAN,,,306,sqrt,,,,,,,,
3332,ElasticNet,0.200721379,0.457559356,0.670651204,0.194325848,NAN,NAN,NAN,,,,,,,,,,0.01,0.2,1
2906,DecisionTreeRegressor,0.143903264,0.457477012,0.656304698,0.22437142,NAN,NAN,NAN,,,893,log2,,,,,,,,
1490,DecisionTreeRegressor,0.131569123,0.457431169,0.707261316,0.241096125,NAN,NAN,NAN,,,421,log2,,,,,,,,
2278,DecisionTreeRegressor,0.298567532,0.457221091,0.709727177,0.180497989,NAN,NAN,NAN,,,684,sqrt,,,,,,,,
1882,DecisionTreeRegressor,0.384435903,0.457077197,0.589896783,0.09405535,NAN,NAN,NAN,,,552,sqrt,,,,,,,,
3335,ElasticNet,0.200353504,0.457059169,0.669781279,0.194150326,NAN,NAN,NAN,,,,,,,,,,0.01,0.3,1
1526,DecisionTreeRegressor,0.30313282,0.457049593,0.539828402,0.108939301,NAN,NAN,NAN,,,433,log2,,,,,,,,
1646,DecisionTreeRegressor,0.382538123,0.456731905,0.505241855,0.053284118,NAN,NAN,NAN,,,473,log2,,,,,,,,
2059,DecisionTreeRegressor,0.20683614,0.456728895,0.668479123,0.190385049,NAN,NAN,NAN,,,611,sqrt,,,,,,,,
2530,DecisionTreeRegressor,0.347503138,0.456617741,0.610960394,0.112209963,NAN,NAN,NAN,,,768,sqrt,,,,,,,,
3338,ElasticNet,0.199958469,0.45652601,0.668864482,0.193967987,NAN,NAN,NAN,,,,,,,,,,0.01,0.4,1
1058,DecisionTreeRegressor,0.399220005,0.456433688,0.49612718,0.041456547,NAN,NAN,NAN,,,277,log2,,,,,,,,
3341,ElasticNet,0.199533398,0.455957312,0.667897595,0.193778827,NAN,NAN,NAN,,,,,,,,,,0.01,0.5,1
1678,DecisionTreeRegressor,0.38097474,0.455779122,0.570903662,0.0826137,NAN,NAN,NAN,,,484,sqrt,,,,,,,,
3178,DecisionTreeRegressor,0.161675923,0.455753248,0.720261391,0.228998084,NAN,NAN,NAN,,,984,sqrt,,,,,,,,
2374,DecisionTreeRegressor,0.31867812,0.455668762,0.531957586,0.097075798,NAN,NAN,NAN,,,716,sqrt,,,,,,,,
380,DecisionTreeRegressor,0.078753072,0.455589553,0.808564375,0.298421591,NAN,NAN,NAN,,,51,log2,,,,,,,,
3094,DecisionTreeRegressor,0.307263951,0.455509071,0.532461541,0.104850592,NAN,NAN,NAN,,,956,sqrt,,,,,,,,
3221,DecisionTreeRegressor,0.212281119,0.455387407,0.689918699,0.195088975,NAN,NAN,NAN,,,998,log2,,,,,,,,
770,DecisionTreeRegressor,0.377611939,0.455362668,0.590454964,0.095887364,NAN,NAN,NAN,,,181,log2,,,,,,,,
3344,ElasticNet,0.199074879,0.455350211,0.666877128,0.193582974,NAN,NAN,NAN,,,,,,,,,,0.01,0.6,1
3160,DecisionTreeRegressor,0.185584609,0.455316884,0.713982224,0.215859318,NAN,NAN,NAN,,,978,sqrt,,,,,,,,
889,DecisionTreeRegressor,0.357953891,0.454837739,0.565857767,0.085462971,NAN,NAN,NAN,,,221,sqrt,,,,,,,,
2186,DecisionTreeRegressor,0.251201718,0.454800885,0.573869879,0.144655218,NAN,NAN,NAN,,,653,log2,,,,,,,,
3347,ElasticNet,0.198578814,0.454701485,0.665799289,0.193380751,NAN,NAN,NAN,,,,,,,,,,0.01,0.7,1
943,DecisionTreeRegressor,0.299765731,0.454356663,0.603402219,0.12402108,NAN,NAN,NAN,,,239,sqrt,,,,,,,,
1832,DecisionTreeRegressor,0.234425095,0.454346234,0.65338193,0.171674806,NAN,NAN,NAN,,,535,log2,,,,,,,,
2419,DecisionTreeRegressor,0.324445231,0.454197754,0.654497921,0.143681179,NAN,NAN,NAN,,,731,sqrt,,,,,,,,
427,DecisionTreeRegressor,0.206290946,0.454155773,0.803241383,0.25399697,NAN,NAN,NAN,,,67,sqrt,,,,,,,,
3350,ElasticNet,0.198040202,0.454007476,0.664659956,0.193172758,NAN,NAN,NAN,,,,,,,,,,0.01,0.8,1
2255,DecisionTreeRegressor,0.280457662,0.45383258,0.649804281,0.151629356,NAN,NAN,NAN,,,676,log2,,,,,,,,
3041,DecisionTreeRegressor,0.398685344,0.453451688,0.517677471,0.049036669,NAN,NAN,NAN,,,938,log2,,,,,,,,
1466,DecisionTreeRegressor,0.078757812,0.453264037,0.668156361,0.265775733,NAN,NAN,NAN,,,413,log2,,,,,,,,
3353,ElasticNet,0.197452822,0.453263978,0.663454634,0.192960004,NAN,NAN,NAN,,,,,,,,,,0.01,0.9,1
2137,DecisionTreeRegressor,0.226241249,0.453043495,0.725667504,0.206448334,NAN,NAN,NAN,,,637,sqrt,,,,,,,,
1835,DecisionTreeRegressor,0.181172933,0.453007375,0.658350524,0.20040032,NAN,NAN,NAN,,,536,log2,,,,,,,,
1834,DecisionTreeRegressor,0.162269599,0.45288601,0.648944542,0.209633043,NAN,NAN,NAN,,,536,sqrt,,,,,,,,
928,DecisionTreeRegressor,0.272251174,0.452724172,0.684097407,0.171944672,NAN,NAN,NAN,,,234,sqrt,,,,,,,,
1117,DecisionTreeRegressor,0.353850647,0.452655935,0.63526163,0.129266949,NAN,NAN,NAN,,,297,sqrt,,,,,,,,
2291,DecisionTreeRegressor,0.244143343,0.452586221,0.590320031,0.14990976,NAN,NAN,NAN,,,688,log2,,,,,,,,
2066,DecisionTreeRegressor,0.283088588,0.452455218,0.583959141,0.125713857,NAN,NAN,NAN,,,613,log2,,,,,,,,
305,DecisionTreeRegressor,0.399675965,0.452260747,0.534640583,0.058989665,NAN,NAN,NAN,,,26,log2,,,,,,,,
2647,DecisionTreeRegressor,0.252179994,0.452216387,0.607755417,0.148533906,NAN,NAN,NAN,,,807,sqrt,,,,,,,,
3145,DecisionTreeRegressor,0.35069886,0.451899124,0.537975065,0.077199538,NAN,NAN,NAN,,,973,sqrt,,,,,,,,
539,DecisionTreeRegressor,0.273159845,0.451850919,0.56711605,0.128113752,NAN,NAN,NAN,,,104,log2,,,,,,,,
521,DecisionTreeRegressor,0.261249903,0.451800053,0.582739182,0.137850026,NAN,NAN,NAN,,,98,log2,,,,,,,,
551,DecisionTreeRegressor,0.174127196,0.451309363,0.759480592,0.23997207,NAN,NAN,NAN,,,108,log2,,,,,,,,
3296,ElasticNet,0.194867004,0.451292797,0.662167414,0.193474547,NAN,NAN,NAN,,,,,,,,,,0.001,0,1
1996,DecisionTreeRegressor,0.312627407,0.451260531,0.597091386,0.116243406,NAN,NAN,NAN,,,590,sqrt,,,,,,,,
3299,ElasticNet,0.194789698,0.451204018,0.662037548,0.193456877,NAN,NAN,NAN,,,,,,,,,,0.001,0.1,1
1552,DecisionTreeRegressor,0.409193302,0.451166658,0.515545667,0.04621844,NAN,NAN,NAN,,,442,sqrt,,,,,,,,
3302,ElasticNet,0.194711602,0.451114552,0.66190693,0.193439244,NAN,NAN,NAN,,,,,,,,,,0.001,0.2,1
3305,ElasticNet,0.194632702,0.451024392,0.661775552,0.193421653,NAN,NAN,NAN,,,,,,,,,,0.001,0.3,1
3308,ElasticNet,0.194552985,0.450933528,0.661643411,0.193404108,NAN,NAN,NAN,,,,,,,,,,0.001,0.4,1
3311,ElasticNet,0.194472434,0.450841953,0.661510498,0.193386612,NAN,NAN,NAN,,,,,,,,,,0.001,0.5,1
3314,ElasticNet,0.194391035,0.450749658,0.66137681,0.19336917,NAN,NAN,NAN,,,,,,,,,,0.001,0.6,1
3317,ElasticNet,0.194308771,0.450656633,0.661242338,0.193351787,NAN,NAN,NAN,,,,,,,,,,0.001,0.7,1
3320,ElasticNet,0.194225627,0.450562868,0.661107078,0.193334466,NAN,NAN,NAN,,,,,,,,,,0.001,0.8,1
2408,DecisionTreeRegressor,0.236622371,0.450547528,0.727012126,0.205026688,NAN,NAN,NAN,,,727,log2,,,,,,,,
3323,ElasticNet,0.194141586,0.450468356,0.660971023,0.193317213,NAN,NAN,NAN,,,,,,,,,,0.001,0.9,1
488,DecisionTreeRegressor,0.247854774,0.45030535,0.620299968,0.153772337,NAN,NAN,NAN,,,87,log2,,,,,,,,
3266,ElasticNet,0.193862102,0.450255194,0.660832939,0.193373085,NAN,NAN,NAN,,,,,,,,,,0.0001,0,1
3269,ElasticNet,0.193853466,0.450245568,0.660819227,0.193371409,NAN,NAN,NAN,,,,,,,,,,0.0001,0.1,1
433,DecisionTreeRegressor,0.204227404,0.450239916,0.604871481,0.175863161,NAN,NAN,NAN,,,69,sqrt,,,,,,,,
3272,ElasticNet,0.19384482,0.450235934,0.660805507,0.193369734,NAN,NAN,NAN,,,,,,,,,,0.0001,0.2,1
3275,ElasticNet,0.193836164,0.450226293,0.660791779,0.19336806,NAN,NAN,NAN,,,,,,,,,,0.0001,0.3,1
3278,ElasticNet,0.193827499,0.450216643,0.660778042,0.193366387,NAN,NAN,NAN,,,,,,,,,,0.0001,0.4,1
3281,ElasticNet,0.193818824,0.450206986,0.660764298,0.193364714,NAN,NAN,NAN,,,,,,,,,,0.0001,0.5,1
3284,ElasticNet,0.19381014,0.450197321,0.660750545,0.193363042,NAN,NAN,NAN,,,,,,,,,,0.0001,0.6,1
3287,ElasticNet,0.193801447,0.450187648,0.660736785,0.193361371,NAN,NAN,NAN,,,,,,,,,,0.0001,0.7,1
3290,ElasticNet,0.193792744,0.450177967,0.660723016,0.193359701,NAN,NAN,NAN,,,,,,,,,,0.0001,0.8,1
3293,ElasticNet,0.193784031,0.450168279,0.660709239,0.193358032,NAN,NAN,NAN,,,,,,,,,,0.0001,0.9,1
2972,DecisionTreeRegressor,0.107225048,0.450099757,0.669554082,0.245598492,NAN,NAN,NAN,,,915,log2,,,,,,,,
986,DecisionTreeRegressor,0.291160265,0.450069081,0.647637389,0.148076337,NAN,NAN,NAN,,,253,log2,,,,,,,,
2248,DecisionTreeRegressor,0.296939483,0.450021917,0.614866221,0.13005924,NAN,NAN,NAN,,,674,sqrt,,,,,,,,
2398,DecisionTreeRegressor,0.285201177,0.449489632,0.577756334,0.122120992,NAN,NAN,NAN,,,724,sqrt,,,,,,,,
3212,DecisionTreeRegressor,0.227237023,0.449357778,0.628794475,0.166690419,NAN,NAN,NAN,,,995,log2,,,,,,,,
419,DecisionTreeRegressor,0.319854877,0.44912452,0.611303028,0.121237374,NAN,NAN,NAN,,,64,log2,,,,,,,,
2080,DecisionTreeRegressor,0.313101378,0.449013475,0.562285789,0.102981026,NAN,NAN,NAN,,,618,sqrt,,,,,,,,
775,DecisionTreeRegressor,0.199835284,0.448673168,0.81387659,0.263840084,NAN,NAN,NAN,,,183,sqrt,,,,,,,,
1498,DecisionTreeRegressor,0.307802382,0.448670223,0.629612381,0.134399608,NAN,NAN,NAN,,,424,sqrt,,,,,,,,
2708,DecisionTreeRegressor,0.145237882,0.448474148,0.679719941,0.224060615,NAN,NAN,NAN,,,827,log2,,,,,,,,
2698,DecisionTreeRegressor,0.333806715,0.448436155,0.597008087,0.11009938,NAN,NAN,NAN,,,824,sqrt,,,,,,,,
452,DecisionTreeRegressor,0.424510431,0.448127537,0.473467418,0.020023696,NAN,NAN,NAN,,,75,log2,,,,,,,,
2455,DecisionTreeRegressor,0.272668811,0.447738779,0.56903411,0.126825027,NAN,NAN,NAN,,,743,sqrt,,,,,,,,
1991,DecisionTreeRegressor,0.307549723,0.447420093,0.567829299,0.107146059,NAN,NAN,NAN,,,588,log2,,,,,,,,
3170,DecisionTreeRegressor,0.07578317,0.446878371,0.654011562,0.262995151,NAN,NAN,NAN,,,981,log2,,,,,,,,
1717,DecisionTreeRegressor,0.263253852,0.446837448,0.544524319,0.129902411,NAN,NAN,NAN,,,497,sqrt,,,,,,,,
2635,DecisionTreeRegressor,0.420871212,0.446657095,0.468196999,0.019552558,NAN,NAN,NAN,,,803,sqrt,,,,,,,,
857,DecisionTreeRegressor,0.317771018,0.446163336,0.625055792,0.130431799,NAN,NAN,NAN,,,210,log2,,,,,,,,
919,DecisionTreeRegressor,0.160896031,0.446127965,0.598404936,0.201843631,NAN,NAN,NAN,,,231,sqrt,,,,,,,,
424,DecisionTreeRegressor,0.328479382,0.44600291,0.66077303,0.152090854,NAN,NAN,NAN,,,66,sqrt,,,,,,,,
1916,DecisionTreeRegressor,0.299707906,0.44587836,0.56848747,0.110986384,NAN,NAN,NAN,,,563,log2,,,,,,,,
2024,DecisionTreeRegressor,0.275419484,0.445741306,0.619760205,0.140600816,NAN,NAN,NAN,,,599,log2,,,,,,,,
1519,DecisionTreeRegressor,0.228643883,0.445592052,0.672504661,0.181342338,NAN,NAN,NAN,,,431,sqrt,,,,,,,,
1486,DecisionTreeRegressor,0.252926972,0.445513319,0.748481664,0.21684365,NAN,NAN,NAN,,,420,sqrt,,,,,,,,
1048,DecisionTreeRegressor,0.191581128,0.445409599,0.677001424,0.198794814,NAN,NAN,NAN,,,274,sqrt,,,,,,,,
3128,DecisionTreeRegressor,0.282369159,0.445239448,0.699815232,0.182341674,NAN,NAN,NAN,,,967,log2,,,,,,,,
2210,DecisionTreeRegressor,0.291562241,0.444666399,0.568914794,0.115052454,NAN,NAN,NAN,,,661,log2,,,,,,,,
2516,DecisionTreeRegressor,0.310550411,0.444551847,0.58924164,0.114025965,NAN,NAN,NAN,,,763,log2,,,,,,,,
1597,DecisionTreeRegressor,0.179727845,0.444527157,0.665653107,0.200767464,NAN,NAN,NAN,,,457,sqrt,,,,,,,,
988,DecisionTreeRegressor,0.225507242,0.444330134,0.56830427,0.155187339,NAN,NAN,NAN,,,254,sqrt,,,,,,,,
1993,DecisionTreeRegressor,0.17606591,0.444214539,0.69766056,0.213193761,NAN,NAN,NAN,,,589,sqrt,,,,,,,,
2128,DecisionTreeRegressor,0.227259549,0.443757521,0.586368588,0.155636931,NAN,NAN,NAN,,,634,sqrt,,,,,,,,
2276,DecisionTreeRegressor,0.323624481,0.443573347,0.529860525,0.087495365,NAN,NAN,NAN,,,683,log2,,,,,,,,
667,DecisionTreeRegressor,0.14426164,0.443522582,0.627779722,0.213489797,NAN,NAN,NAN,,,147,sqrt,,,,,,,,
754,DecisionTreeRegressor,0.131443476,0.443223348,0.66422287,0.226780768,NAN,NAN,NAN,,,176,sqrt,,,,,,,,
3413,ElasticNet,0.213032264,0.443167955,0.662603265,0.183692487,NAN,NAN,NAN,,,,,,,,,,1,0.9,1
1259,DecisionTreeRegressor,0.165035344,0.443022544,0.639580159,0.202107691,NAN,NAN,NAN,,,344,log2,,,,,,,,
2153,DecisionTreeRegressor,0.230195325,0.442903003,0.576530559,0.152046644,NAN,NAN,NAN,,,642,log2,,,,,,,,
1246,DecisionTreeRegressor,0.234816542,0.442725024,0.550542493,0.147047333,NAN,NAN,NAN,,,340,sqrt,,,,,,,,
1108,DecisionTreeRegressor,0.305628914,0.442605827,0.600678656,0.121373709,NAN,NAN,NAN,,,294,sqrt,,,,,,,,
3149,DecisionTreeRegressor,0.355300074,0.442454877,0.506648367,0.063885277,NAN,NAN,NAN,,,974,log2,,,,,,,,
2245,DecisionTreeRegressor,0.325459696,0.442340354,0.614541915,0.124331369,NAN,NAN,NAN,,,673,sqrt,,,,,,,,
815,DecisionTreeRegressor,0.239253858,0.442149022,0.557387759,0.143909767,NAN,NAN,NAN,,,196,log2,,,,,,,,
443,DecisionTreeRegressor,0.400011537,0.442118022,0.466881242,0.029927479,NAN,NAN,NAN,,,72,log2,,,,,,,,
2735,DecisionTreeRegressor,0.154467426,0.442076115,0.78854544,0.262185892,NAN,NAN,NAN,,,836,log2,,,,,,,,
1438,DecisionTreeRegressor,0.208153826,0.442066459,0.656307828,0.183486096,NAN,NAN,NAN,,,404,sqrt,,,,,,,,
3220,DecisionTreeRegressor,0.274104943,0.441760492,0.538131728,0.118991949,NAN,NAN,NAN,,,998,sqrt,,,,,,,,
385,DecisionTreeRegressor,0.178241683,0.441738951,0.709882375,0.217066267,NAN,NAN,NAN,,,53,sqrt,,,,,,,,
2311,DecisionTreeRegressor,0.293831614,0.44166936,0.533847229,0.105594792,NAN,NAN,NAN,,,695,sqrt,,,,,,,,
2519,DecisionTreeRegressor,0.222619373,0.441620162,0.638913177,0.170643006,NAN,NAN,NAN,,,764,log2,,,,,,,,
2731,DecisionTreeRegressor,0.155779041,0.441344074,0.599092436,0.202294369,NAN,NAN,NAN,,,835,sqrt,,,,,,,,
947,DecisionTreeRegressor,0.262825382,0.441130685,0.617153781,0.144662964,NAN,NAN,NAN,,,240,log2,,,,,,,,
2732,DecisionTreeRegressor,0.147038903,0.441072903,0.592704539,0.207947574,NAN,NAN,NAN,,,835,log2,,,,,,,,
1999,DecisionTreeRegressor,0.359688009,0.44106732,0.554076745,0.082450362,NAN,NAN,NAN,,,591,sqrt,,,,,,,,
590,DecisionTreeRegressor,0.168437857,0.440916039,0.737023191,0.232724539,NAN,NAN,NAN,,,121,log2,,,,,,,,
316,DecisionTreeRegressor,0.251284701,0.440884068,0.595914958,0.142802284,NAN,NAN,NAN,,,30,sqrt,,,,,,,,
3101,DecisionTreeRegressor,0.33891388,0.440807275,0.617459271,0.125402073,NAN,NAN,NAN,,,958,log2,,,,,,,,
1711,DecisionTreeRegressor,0.211675384,0.440768805,0.620418288,0.170491872,NAN,NAN,NAN,,,495,sqrt,,,,,,,,
1714,DecisionTreeRegressor,0.24425046,0.44059161,0.556169477,0.139559782,NAN,NAN,NAN,,,496,sqrt,,,,,,,,
2018,DecisionTreeRegressor,0.28219259,0.440415093,0.53879345,0.1129808,NAN,NAN,NAN,,,597,log2,,,,,,,,
860,DecisionTreeRegressor,0.274557111,0.439767165,0.640694921,0.151593842,NAN,NAN,NAN,,,211,log2,,,,,,,,
2650,DecisionTreeRegressor,0.221619295,0.439601966,0.660760884,0.179292871,NAN,NAN,NAN,,,808,sqrt,,,,,,,,
566,DecisionTreeRegressor,0.340562307,0.439535867,0.532431249,0.078447991,NAN,NAN,NAN,,,113,log2,,,,,,,,
391,DecisionTreeRegressor,0.308915266,0.439370126,0.613208696,0.127958932,NAN,NAN,NAN,,,55,sqrt,,,,,,,,
2462,DecisionTreeRegressor,0.312344674,0.439223965,0.579801993,0.109617809,NAN,NAN,NAN,,,745,log2,,,,,,,,
2669,DecisionTreeRegressor,0.165818694,0.439039212,0.624210172,0.197222768,NAN,NAN,NAN,,,814,log2,,,,,,,,
953,DecisionTreeRegressor,0.162360601,0.438798572,0.579501557,0.195481685,NAN,NAN,NAN,,,242,log2,,,,,,,,
748,DecisionTreeRegressor,0.261808557,0.438620738,0.648192211,0.159432244,NAN,NAN,NAN,,,174,sqrt,,,,,,,,
1637,DecisionTreeRegressor,0.398821097,0.438573145,0.488396408,0.037255927,NAN,NAN,NAN,,,470,log2,,,,,,,,
1234,DecisionTreeRegressor,0.136428702,0.438554958,0.606962953,0.214104414,NAN,NAN,NAN,,,336,sqrt,,,,,,,,
1652,DecisionTreeRegressor,0.102260136,0.438212045,0.642906779,0.239438277,NAN,NAN,NAN,,,475,log2,,,,,,,,
469,DecisionTreeRegressor,0.23808789,0.438100947,0.648848774,0.167864136,NAN,NAN,NAN,,,81,sqrt,,,,,,,,
2713,DecisionTreeRegressor,0.167745859,0.437650962,0.599298412,0.192092323,NAN,NAN,NAN,,,829,sqrt,,,,,,,,
1634,DecisionTreeRegressor,0.173805864,0.437479694,0.775860081,0.251400242,NAN,NAN,NAN,,,469,log2,,,,,,,,
2095,DecisionTreeRegressor,0.259961649,0.437280022,0.600421515,0.139353191,NAN,NAN,NAN,,,623,sqrt,,,,,,,,
634,DecisionTreeRegressor,0.277522274,0.437118359,0.523095047,0.112964179,NAN,NAN,NAN,,,136,sqrt,,,,,,,,
286,DecisionTreeRegressor,0.315611528,0.436978954,0.555272147,0.097865184,NAN,NAN,NAN,,,20,sqrt,,,,,,,,
1091,DecisionTreeRegressor,0.206575456,0.436946217,0.663741851,0.186654519,NAN,NAN,NAN,,,288,log2,,,,,,,,
1792,DecisionTreeRegressor,0.195138279,0.436893306,0.626011318,0.179797823,NAN,NAN,NAN,,,522,sqrt,,,,,,,,
607,DecisionTreeRegressor,0.357728021,0.436772009,0.500645051,0.059323619,NAN,NAN,NAN,,,127,sqrt,,,,,,,,
2167,DecisionTreeRegressor,0.220745292,0.436383789,0.574011197,0.154409622,NAN,NAN,NAN,,,647,sqrt,,,,,,,,
2734,DecisionTreeRegressor,0.371892736,0.436298981,0.475356668,0.045884699,NAN,NAN,NAN,,,836,sqrt,,,,,,,,
1553,DecisionTreeRegressor,0.109283553,0.436146263,0.681342688,0.240575629,NAN,NAN,NAN,,,442,log2,,,,,,,,
1994,DecisionTreeRegressor,0.377064707,0.436092791,0.471652171,0.042030007,NAN,NAN,NAN,,,589,log2,,,,,,,,
709,DecisionTreeRegressor,0.279044668,0.435583554,0.604119481,0.132982092,NAN,NAN,NAN,,,161,sqrt,,,,,,,,
1133,DecisionTreeRegressor,0.321941884,0.435558325,0.580245939,0.107716633,NAN,NAN,NAN,,,302,log2,,,,,,,,
877,DecisionTreeRegressor,0.232698934,0.435534222,0.619222158,0.158377221,NAN,NAN,NAN,,,217,sqrt,,,,,,,,
2219,DecisionTreeRegressor,0.340179135,0.435426462,0.549767401,0.086622687,NAN,NAN,NAN,,,664,log2,,,,,,,,
1291,DecisionTreeRegressor,-0.004873369,0.435170606,0.746353493,0.3199368,NAN,NAN,NAN,,,355,sqrt,,,,,,,,
2482,DecisionTreeRegressor,0.207562264,0.434958293,0.662080051,0.185556211,NAN,NAN,NAN,,,752,sqrt,,,,,,,,
2147,DecisionTreeRegressor,0.356111398,0.434790788,0.492429565,0.057606083,NAN,NAN,NAN,,,640,log2,,,,,,,,
3410,ElasticNet,0.202700836,0.434524282,0.656229555,0.185290506,NAN,NAN,NAN,,,,,,,,,,1,0.8,1
1247,DecisionTreeRegressor,0.287657615,0.433898444,0.682951037,0.176997018,NAN,NAN,NAN,,,340,log2,,,,,,,,
1978,DecisionTreeRegressor,0.208059933,0.433638998,0.733256113,0.220709434,NAN,NAN,NAN,,,584,sqrt,,,,,,,,
