,estimator,min_score,mean_score,max_score,std_score,C,gamma,kernel,n_neighbors,weights,max_depth,max_features,min_samples_split,n_estimators,learning_rate,min_samples_leaf,loss,alpha,l1_ratio,max_iter
3478,ExtraTreesRegressor,0.780096206,0.825163556,0.863984219,0.034530813,NAN,NAN,NAN,,,,3,,,,,,,,
3477,ExtraTreesRegressor,0.784438628,0.809176045,0.848524659,0.028129109,NAN,NAN,NAN,,,,2,,,,,,,,
3235,GradientBoostingRegressor,0.746324975,0.806997456,0.849568382,0.044049593,NAN,NAN,NAN,,,6,3,,100,0.1,3,,,,
3231,RandomForestRegressor,0.754788223,0.805758203,0.881480317,0.054602947,NAN,NAN,NAN,,,,,6,100,,,,,,
3227,RandomForestRegressor,0.736458573,0.803882278,0.876727436,0.057392697,NAN,NAN,NAN,,,,,3,50,,,,,,
3230,RandomForestRegressor,0.733026621,0.802727443,0.871764772,0.056641556,NAN,NAN,NAN,,,,,6,50,,,,,,
3233,RandomForestRegressor,0.753036283,0.801742668,0.873902528,0.052055812,NAN,NAN,NAN,,,,,9,50,,,,,,
3229,RandomForestRegressor,0.753366513,0.801398107,0.866355571,0.047654979,NAN,NAN,NAN,,,,,6,10,,,,,,
3234,RandomForestRegressor,0.741872146,0.801081142,0.876743812,0.056276899,NAN,NAN,NAN,,,,,9,100,,,,,,
3228,RandomForestRegressor,0.746779363,0.800669033,0.872897962,0.053095647,NAN,NAN,NAN,,,,,3,100,,,,,,
3226,RandomForestRegressor,0.723235638,0.799369286,0.872040832,0.060798772,NAN,NAN,NAN,,,,,3,10,,,,,,
3260,AdaBoostRegressor,0.736704037,0.786990066,0.860069587,0.052879878,NAN,NAN,NAN,,,,,,50,1,,linear,,,
3265,AdaBoostRegressor,0.722755375,0.786696961,0.871377503,0.062421751,NAN,NAN,NAN,,,,,,100,1,,exponential,,,
3264,AdaBoostRegressor,0.7439856,0.786626623,0.854468695,0.048497067,NAN,NAN,NAN,,,,,,50,1,,exponential,,,
3261,AdaBoostRegressor,0.720263386,0.784078378,0.870666486,0.06347826,NAN,NAN,NAN,,,,,,100,1,,linear,,,
3255,AdaBoostRegressor,0.740532612,0.783575724,0.865574815,0.058006117,NAN,NAN,NAN,,,,,,100,0.3,,linear,,,
3232,RandomForestRegressor,0.690521036,0.78259323,0.889822544,0.082067356,NAN,NAN,NAN,,,,,9,10,,,,,,
3259,AdaBoostRegressor,0.726761618,0.778961904,0.857015938,0.056230829,NAN,NAN,NAN,,,,,,100,0.3,,exponential,,,
3249,AdaBoostRegressor,0.734025422,0.777536404,0.855567104,0.055298001,NAN,NAN,NAN,,,,,,100,0.1,,linear,,,
3258,AdaBoostRegressor,0.738046317,0.776137152,0.84981664,0.052109279,NAN,NAN,NAN,,,,,,50,0.3,,exponential,,,
3253,AdaBoostRegressor,0.716071686,0.771933576,0.851879065,0.057999574,NAN,NAN,NAN,,,,,,100,0.1,,exponential,,,
3254,AdaBoostRegressor,0.715537942,0.771156588,0.850177138,0.057403049,NAN,NAN,NAN,,,,,,50,0.3,,linear,,,
3251,AdaBoostRegressor,0.721518981,0.765082016,0.844262971,0.056083265,NAN,NAN,NAN,,,,,,100,0.1,,square,,,
3256,AdaBoostRegressor,0.71507806,0.764352131,0.849385089,0.060380008,NAN,NAN,NAN,,,,,,50,0.3,,square,,,
3243,AdaBoostRegressor,0.710513614,0.763856895,0.835339501,0.052549354,NAN,NAN,NAN,,,,,,100,0.05,,linear,,,
3248,AdaBoostRegressor,0.701710229,0.760299252,0.835299263,0.055758395,NAN,NAN,NAN,,,,,,50,0.1,,linear,,,
3247,AdaBoostRegressor,0.712890629,0.759751385,0.830001654,0.050590184,NAN,NAN,NAN,,,,,,100,0.05,,exponential,,,
3245,AdaBoostRegressor,0.717098335,0.756295069,0.821029785,0.046112746,NAN,NAN,NAN,,,,,,100,0.05,,square,,,
3252,AdaBoostRegressor,0.716092802,0.755791234,0.815073783,0.04271582,NAN,NAN,NAN,,,,,,50,0.1,,exponential,,,
3476,ExtraTreesRegressor,0.707858445,0.754375732,0.793555505,0.035368308,NAN,NAN,NAN,,,,1,,,,,,,,
3250,AdaBoostRegressor,0.706978419,0.753754368,0.83772557,0.059505291,NAN,NAN,NAN,,,,,,50,0.1,,square,,,
3242,AdaBoostRegressor,0.705317917,0.752758068,0.81343573,0.045120499,NAN,NAN,NAN,,,,,,50,0.05,,linear,,,
3240,AdaBoostRegressor,0.710912051,0.748351476,0.814388413,0.046834479,NAN,NAN,NAN,,,,,,50,0.01,,exponential,,,
2106,DecisionTreeRegressor,0.681935674,0.747939512,0.814553174,0.054142585,NAN,NAN,NAN,,,626,,,,,,,,,
1974,DecisionTreeRegressor,0.686631591,0.745911415,0.786981335,0.042943515,NAN,NAN,NAN,,,582,,,,,,,,,
1527,DecisionTreeRegressor,0.688146473,0.745075674,0.803734313,0.047204381,NAN,NAN,NAN,,,433,,,,,,,,,
3244,AdaBoostRegressor,0.700886297,0.743883954,0.795927712,0.039324222,NAN,NAN,NAN,,,,,,50,0.05,,square,,,
345,DecisionTreeRegressor,0.699929253,0.743681129,0.78197241,0.033715807,NAN,NAN,NAN,,,39,,,,,,,,,
3237,AdaBoostRegressor,0.69374566,0.741323486,0.80653861,0.04770652,NAN,NAN,NAN,,,,,,100,0.01,,linear,,,
1251,DecisionTreeRegressor,0.692363548,0.741136503,0.786650504,0.038561406,NAN,NAN,NAN,,,341,,,,,,,,,
3241,AdaBoostRegressor,0.706100512,0.740624447,0.802119543,0.043592784,NAN,NAN,NAN,,,,,,100,0.01,,exponential,,,
2457,DecisionTreeRegressor,0.689983486,0.740338743,0.774481773,0.036351226,NAN,NAN,NAN,,,743,,,,,,,,,
600,DecisionTreeRegressor,0.696501179,0.739881956,0.774681789,0.03248873,NAN,NAN,NAN,,,124,,,,,,,,,
3246,AdaBoostRegressor,0.710365567,0.739809406,0.797952327,0.041114378,NAN,NAN,NAN,,,,,,50,0.05,,exponential,,,
2565,DecisionTreeRegressor,0.679593701,0.739116844,0.784639919,0.044012714,NAN,NAN,NAN,,,779,,,,,,,,,
786,DecisionTreeRegressor,0.686253959,0.738939621,0.779903053,0.039120295,NAN,NAN,NAN,,,186,,,,,,,,,
630,DecisionTreeRegressor,0.679295513,0.738729341,0.779168398,0.04292823,NAN,NAN,NAN,,,134,,,,,,,,,
1824,DecisionTreeRegressor,0.696725364,0.73859974,0.769279468,0.030659578,NAN,NAN,NAN,,,532,,,,,,,,,
2901,DecisionTreeRegressor,0.706296765,0.738070963,0.774240048,0.027911273,NAN,NAN,NAN,,,891,,,,,,,,,
1212,DecisionTreeRegressor,0.679642673,0.737780826,0.781139169,0.042733412,NAN,NAN,NAN,,,328,,,,,,,,,
1881,DecisionTreeRegressor,0.691495103,0.737558776,0.763512189,0.03265917,NAN,NAN,NAN,,,551,,,,,,,,,
2250,DecisionTreeRegressor,0.676900214,0.737511782,0.790998713,0.046852159,NAN,NAN,NAN,,,674,,,,,,,,,
3236,AdaBoostRegressor,0.689559027,0.737406368,0.784817179,0.038890203,NAN,NAN,NAN,,,,,,50,0.01,,linear,,,
1899,DecisionTreeRegressor,0.698851859,0.736843116,0.774386979,0.030838706,NAN,NAN,NAN,,,557,,,,,,,,,
2448,DecisionTreeRegressor,0.68915966,0.736818494,0.779813947,0.03715607,NAN,NAN,NAN,,,740,,,,,,,,,
3238,AdaBoostRegressor,0.674924874,0.736135957,0.791862223,0.047896752,NAN,NAN,NAN,,,,,,50,0.01,,square,,,
1515,DecisionTreeRegressor,0.697458863,0.735970073,0.773901633,0.031210321,NAN,NAN,NAN,,,429,,,,,,,,,
276,DecisionTreeRegressor,0.692651942,0.735697959,0.768304668,0.03175498,NAN,NAN,NAN,,,16,,,,,,,,,
1233,DecisionTreeRegressor,0.695554378,0.735563067,0.767142807,0.029827405,NAN,NAN,NAN,,,335,,,,,,,,,
1428,DecisionTreeRegressor,0.676998159,0.73556044,0.765771135,0.041416741,NAN,NAN,NAN,,,400,,,,,,,,,
2055,DecisionTreeRegressor,0.679729735,0.735533376,0.766360755,0.039531368,NAN,NAN,NAN,,,609,,,,,,,,,
960,DecisionTreeRegressor,0.68122394,0.735364666,0.773175509,0.039274857,NAN,NAN,NAN,,,244,,,,,,,,,
252,DecisionTreeRegressor,0.68809686,0.734962465,0.760311608,0.033175906,NAN,NAN,NAN,,,8,,,,,,,,,
312,DecisionTreeRegressor,0.674489679,0.73495902,0.784853206,0.045672037,NAN,NAN,NAN,,,28,,,,,,,,,
2022,DecisionTreeRegressor,0.660850298,0.734484907,0.787102672,0.053642001,NAN,NAN,NAN,,,598,,,,,,,,,
1305,DecisionTreeRegressor,0.694581458,0.734224163,0.77952198,0.034906621,NAN,NAN,NAN,,,359,,,,,,,,,
1257,DecisionTreeRegressor,0.673548319,0.734193304,0.771072026,0.043215312,NAN,NAN,NAN,,,343,,,,,,,,,
441,DecisionTreeRegressor,0.673555937,0.734037115,0.782873903,0.045382069,NAN,NAN,NAN,,,71,,,,,,,,,
396,DecisionTreeRegressor,0.6710899,0.733624935,0.77492067,0.044970643,NAN,NAN,NAN,,,56,,,,,,,,,
966,DecisionTreeRegressor,0.668423621,0.733571252,0.786864739,0.049074536,NAN,NAN,NAN,,,246,,,,,,,,,
3072,DecisionTreeRegressor,0.68071245,0.733457526,0.771939393,0.038584696,NAN,NAN,NAN,,,948,,,,,,,,,
1722,DecisionTreeRegressor,0.683904368,0.73317912,0.784471185,0.041081004,NAN,NAN,NAN,,,498,,,,,,,,,
387,DecisionTreeRegressor,0.643117905,0.732979079,0.797811572,0.065586375,NAN,NAN,NAN,,,53,,,,,,,,,
2760,DecisionTreeRegressor,0.681281619,0.732917453,0.770573409,0.037769774,NAN,NAN,NAN,,,844,,,,,,,,,
1134,DecisionTreeRegressor,0.674651833,0.73288291,0.782483351,0.044443035,NAN,NAN,NAN,,,302,,,,,,,,,
2916,DecisionTreeRegressor,0.677710981,0.732864071,0.764141623,0.039116024,NAN,NAN,NAN,,,896,,,,,,,,,
3156,DecisionTreeRegressor,0.678464069,0.732744441,0.779073604,0.041456692,NAN,NAN,NAN,,,976,,,,,,,,,
2625,DecisionTreeRegressor,0.685291921,0.73262832,0.756735479,0.033473807,NAN,NAN,NAN,,,799,,,,,,,,,
1692,DecisionTreeRegressor,0.684558422,0.732463883,0.764740722,0.034549391,NAN,NAN,NAN,,,488,,,,,,,,,
1731,DecisionTreeRegressor,0.673892215,0.732231686,0.769099359,0.041728317,NAN,NAN,NAN,,,501,,,,,,,,,
591,DecisionTreeRegressor,0.679299866,0.732181099,0.775241075,0.039778736,NAN,NAN,NAN,,,121,,,,,,,,,
1632,DecisionTreeRegressor,0.684019725,0.73208893,0.76935246,0.035665024,NAN,NAN,NAN,,,468,,,,,,,,,
1314,DecisionTreeRegressor,0.664948751,0.732049157,0.774084586,0.047950304,NAN,NAN,NAN,,,362,,,,,,,,,
2430,DecisionTreeRegressor,0.693972022,0.731863628,0.783767812,0.037974423,NAN,NAN,NAN,,,734,,,,,,,,,
2676,DecisionTreeRegressor,0.6806428,0.731557475,0.761407394,0.036180316,NAN,NAN,NAN,,,816,,,,,,,,,
3225,DecisionTreeRegressor,0.673925951,0.731475179,0.777916167,0.043174344,NAN,NAN,NAN,,,999,,,,,,,,,
1170,DecisionTreeRegressor,0.657447254,0.731438344,0.785147068,0.054069963,NAN,NAN,NAN,,,314,,,,,,,,,
1575,DecisionTreeRegressor,0.682567963,0.731305327,0.76435017,0.035183081,NAN,NAN,NAN,,,449,,,,,,,,,
1215,DecisionTreeRegressor,0.681266383,0.731251985,0.762220145,0.035680295,NAN,NAN,NAN,,,329,,,,,,,,,
2484,DecisionTreeRegressor,0.673030299,0.731054908,0.770523168,0.04190838,NAN,NAN,NAN,,,752,,,,,,,,,
2820,DecisionTreeRegressor,0.663317423,0.731014893,0.771299532,0.048156906,NAN,NAN,NAN,,,864,,,,,,,,,
1164,DecisionTreeRegressor,0.675817378,0.730724839,0.762996509,0.039024219,NAN,NAN,NAN,,,312,,,,,,,,,
2871,DecisionTreeRegressor,0.668840431,0.730539885,0.779639525,0.046102612,NAN,NAN,NAN,,,881,,,,,,,,,
3239,AdaBoostRegressor,0.691564637,0.730537886,0.793865321,0.045175231,NAN,NAN,NAN,,,,,,100,0.01,,square,,,
699,DecisionTreeRegressor,0.689661355,0.730511219,0.753058286,0.028937138,NAN,NAN,NAN,,,157,,,,,,,,,
1254,DecisionTreeRegressor,0.679950656,0.73050739,0.769731636,0.037518663,NAN,NAN,NAN,,,342,,,,,,,,,
2337,DecisionTreeRegressor,0.674780249,0.730097107,0.771855026,0.040773862,NAN,NAN,NAN,,,703,,,,,,,,,
2895,DecisionTreeRegressor,0.68977236,0.730090778,0.783045481,0.039112875,NAN,NAN,NAN,,,889,,,,,,,,,
2226,DecisionTreeRegressor,0.676688,0.729865711,0.773624834,0.040130785,NAN,NAN,NAN,,,666,,,,,,,,,
2403,DecisionTreeRegressor,0.608042722,0.729721877,0.842748759,0.096013462,NAN,NAN,NAN,,,725,,,,,,,,,
1485,DecisionTreeRegressor,0.675705285,0.72971575,0.771781087,0.040121935,NAN,NAN,NAN,,,419,,,,,,,,,
954,DecisionTreeRegressor,0.674675775,0.729509794,0.779932439,0.043083922,NAN,NAN,NAN,,,242,,,,,,,,,
546,DecisionTreeRegressor,0.689365344,0.729442774,0.761592607,0.030014768,NAN,NAN,NAN,,,106,,,,,,,,,
702,DecisionTreeRegressor,0.678458627,0.729281402,0.757739223,0.036023109,NAN,NAN,NAN,,,158,,,,,,,,,
2085,DecisionTreeRegressor,0.671040928,0.72919354,0.774584151,0.043223846,NAN,NAN,NAN,,,619,,,,,,,,,
2487,DecisionTreeRegressor,0.690971641,0.728973245,0.790350321,0.04380898,NAN,NAN,NAN,,,753,,,,,,,,,
2381,DecisionTreeRegressor,0.69282677,0.728886663,0.752267782,0.025869828,NAN,NAN,NAN,,,718,log2,,,,,,,,
1236,DecisionTreeRegressor,0.66249142,0.728756104,0.763277261,0.046869927,NAN,NAN,NAN,,,336,,,,,,,,,
1911,DecisionTreeRegressor,0.665867257,0.728659479,0.765639371,0.044634262,NAN,NAN,NAN,,,561,,,,,,,,,
1581,DecisionTreeRegressor,0.684449595,0.72863647,0.792203547,0.046075465,NAN,NAN,NAN,,,451,,,,,,,,,
561,DecisionTreeRegressor,0.671990994,0.728627733,0.7809638,0.044591778,NAN,NAN,NAN,,,111,,,,,,,,,
1569,DecisionTreeRegressor,0.690066195,0.728573408,0.786220138,0.041522171,NAN,NAN,NAN,,,447,,,,,,,,,
540,DecisionTreeRegressor,0.687073432,0.728533678,0.76096033,0.030833129,NAN,NAN,NAN,,,104,,,,,,,,,
1065,DecisionTreeRegressor,0.645511027,0.728500401,0.778110495,0.059055268,NAN,NAN,NAN,,,279,,,,,,,,,
1959,DecisionTreeRegressor,0.626692533,0.728342169,0.795081499,0.073042262,NAN,NAN,NAN,,,577,,,,,,,,,
3093,DecisionTreeRegressor,0.673898745,0.728322528,0.766972177,0.039600366,NAN,NAN,NAN,,,955,,,,,,,,,
3069,DecisionTreeRegressor,0.665139199,0.728250388,0.760827618,0.044634145,NAN,NAN,NAN,,,947,,,,,,,,,
1629,DecisionTreeRegressor,0.681588513,0.72800687,0.773001088,0.037332612,NAN,NAN,NAN,,,467,,,,,,,,,
987,DecisionTreeRegressor,0.639094543,0.727919145,0.782633126,0.063369193,NAN,NAN,NAN,,,253,,,,,,,,,
2796,DecisionTreeRegressor,0.670268251,0.727856224,0.758225517,0.040741155,NAN,NAN,NAN,,,856,,,,,,,,,
777,DecisionTreeRegressor,0.683982724,0.727778434,0.752972971,0.031085005,NAN,NAN,NAN,,,183,,,,,,,,,
2853,DecisionTreeRegressor,0.693381088,0.727774833,0.761338559,0.027749729,NAN,NAN,NAN,,,875,,,,,,,,,
1929,DecisionTreeRegressor,0.676090535,0.727637212,0.774475138,0.040303116,NAN,NAN,NAN,,,567,,,,,,,,,
1341,DecisionTreeRegressor,0.649880461,0.727569953,0.781815052,0.056355501,NAN,NAN,NAN,,,371,,,,,,,,,
2379,DecisionTreeRegressor,0.661425996,0.727552034,0.764035948,0.046841521,NAN,NAN,NAN,,,717,,,,,,,,,
2505,DecisionTreeRegressor,0.686702329,0.727543349,0.755096935,0.029460397,NAN,NAN,NAN,,,759,,,,,,,,,
1368,DecisionTreeRegressor,0.688481663,0.72745326,0.747553587,0.027561649,NAN,NAN,NAN,,,380,,,,,,,,,
2190,DecisionTreeRegressor,0.647183709,0.727391059,0.789580592,0.05951302,NAN,NAN,NAN,,,654,,,,,,,,,
1833,DecisionTreeRegressor,0.666857589,0.72733429,0.758334092,0.042768004,NAN,NAN,NAN,,,535,,,,,,,,,
2967,DecisionTreeRegressor,0.682168565,0.727292251,0.787323542,0.044204599,NAN,NAN,NAN,,,913,,,,,,,,,
858,DecisionTreeRegressor,0.675622576,0.727259909,0.759022555,0.036834237,NAN,NAN,NAN,,,210,,,,,,,,,
2583,DecisionTreeRegressor,0.660089592,0.726997191,0.770339267,0.047994778,NAN,NAN,NAN,,,785,,,,,,,,,
1650,DecisionTreeRegressor,0.650217827,0.72694525,0.778532329,0.055318355,NAN,NAN,NAN,,,474,,,,,,,,,
2265,DecisionTreeRegressor,0.648077185,0.726857229,0.791728629,0.059464399,NAN,NAN,NAN,,,679,,,,,,,,,
993,DecisionTreeRegressor,0.655224991,0.726854494,0.778943736,0.05236378,NAN,NAN,NAN,,,255,,,,,,,,,
2327,DecisionTreeRegressor,0.692438476,0.726845375,0.77129574,0.032967362,NAN,NAN,NAN,,,700,log2,,,,,,,,
2499,DecisionTreeRegressor,0.666128443,0.726719885,0.759403809,0.04288897,NAN,NAN,NAN,,,757,,,,,,,,,
2652,DecisionTreeRegressor,0.699675685,0.726606556,0.741570178,0.019082251,NAN,NAN,NAN,,,808,,,,,,,,,
399,DecisionTreeRegressor,0.668172229,0.72648801,0.756204505,0.041238007,NAN,NAN,NAN,,,57,,,,,,,,,
2316,DecisionTreeRegressor,0.674380851,0.726419878,0.756790556,0.036968255,NAN,NAN,NAN,,,696,,,,,,,,,
2136,DecisionTreeRegressor,0.672466571,0.726158134,0.766265013,0.039479485,NAN,NAN,NAN,,,636,,,,,,,,,
1725,DecisionTreeRegressor,0.692253632,0.726141531,0.754762685,0.025789525,NAN,NAN,NAN,,,499,,,,,,,,,
2160,DecisionTreeRegressor,0.671664511,0.726063118,0.767374105,0.040154252,NAN,NAN,NAN,,,644,,,,,,,,,
2637,DecisionTreeRegressor,0.622020558,0.726048886,0.822058978,0.081861922,NAN,NAN,NAN,,,803,,,,,,,,,
795,DecisionTreeRegressor,0.677968902,0.726007454,0.756944772,0.034434829,NAN,NAN,NAN,,,189,,,,,,,,,
606,DecisionTreeRegressor,0.671869107,0.725977141,0.797858021,0.052947818,NAN,NAN,NAN,,,126,,,,,,,,,
1728,DecisionTreeRegressor,0.673106479,0.725680441,0.766750359,0.039085815,NAN,NAN,NAN,,,500,,,,,,,,,
558,DecisionTreeRegressor,0.677943872,0.725563435,0.766078268,0.036329748,NAN,NAN,NAN,,,110,,,,,,,,,
1425,DecisionTreeRegressor,0.692542026,0.725532125,0.782332628,0.040338481,NAN,NAN,NAN,,,399,,,,,,,,,
302,DecisionTreeRegressor,0.689890982,0.72543752,0.765469689,0.031017478,NAN,NAN,NAN,,,25,log2,,,,,,,,
486,DecisionTreeRegressor,0.677598888,0.725406943,0.781989473,0.043066554,NAN,NAN,NAN,,,86,,,,,,,,,
1494,DecisionTreeRegressor,0.681591778,0.725344244,0.774773739,0.03825259,NAN,NAN,NAN,,,422,,,,,,,,,
2496,DecisionTreeRegressor,0.630652774,0.725331585,0.829108822,0.081274378,NAN,NAN,NAN,,,756,,,,,,,,,
2793,DecisionTreeRegressor,0.638124888,0.725316554,0.780041453,0.062319853,NAN,NAN,NAN,,,855,,,,,,,,,
2607,DecisionTreeRegressor,0.614061984,0.725266403,0.816347628,0.083799672,NAN,NAN,NAN,,,793,,,,,,,,,
1782,DecisionTreeRegressor,0.655626566,0.725112996,0.775420236,0.050751104,NAN,NAN,NAN,,,518,,,,,,,,,
2592,DecisionTreeRegressor,0.665632189,0.725091437,0.771941289,0.044306913,NAN,NAN,NAN,,,788,,,,,,,,,
2841,DecisionTreeRegressor,0.655983521,0.725062307,0.765859294,0.049112568,NAN,NAN,NAN,,,871,,,,,,,,,
1206,DecisionTreeRegressor,0.698935656,0.724995827,0.767076451,0.030036457,NAN,NAN,NAN,,,326,,,,,,,,,
948,DecisionTreeRegressor,0.683452732,0.724984283,0.745767665,0.029367245,NAN,NAN,NAN,,,240,,,,,,,,,
3081,DecisionTreeRegressor,0.655256552,0.724967439,0.772196285,0.050317704,NAN,NAN,NAN,,,951,,,,,,,,,
681,DecisionTreeRegressor,0.679422841,0.724964831,0.764627917,0.035032341,NAN,NAN,NAN,,,151,,,,,,,,,
1977,DecisionTreeRegressor,0.673076007,0.724909309,0.759134594,0.037274225,NAN,NAN,NAN,,,583,,,,,,,,,
801,DecisionTreeRegressor,0.669555429,0.724860592,0.765707623,0.040563442,NAN,NAN,NAN,,,191,,,,,,,,,
1194,DecisionTreeRegressor,0.643956967,0.724816186,0.772841834,0.057511505,NAN,NAN,NAN,,,322,,,,,,,,,
1362,DecisionTreeRegressor,0.665835697,0.724718205,0.760698698,0.041977168,NAN,NAN,NAN,,,378,,,,,,,,,
708,DecisionTreeRegressor,0.697157411,0.724593158,0.763586129,0.028323968,NAN,NAN,NAN,,,160,,,,,,,,,
1668,DecisionTreeRegressor,0.679086563,0.724574282,0.754616702,0.032712061,NAN,NAN,NAN,,,480,,,,,,,,,
3000,DecisionTreeRegressor,0.625098206,0.724469561,0.781896575,0.070549878,NAN,NAN,NAN,,,924,,,,,,,,,
1713,DecisionTreeRegressor,0.64665263,0.724430925,0.773648532,0.05564036,NAN,NAN,NAN,,,495,,,,,,,,,
420,DecisionTreeRegressor,0.645255282,0.724416522,0.770157262,0.05620097,NAN,NAN,NAN,,,64,,,,,,,,,
543,DecisionTreeRegressor,0.677233227,0.72438147,0.758834096,0.034501782,NAN,NAN,NAN,,,105,,,,,,,,,
825,DecisionTreeRegressor,0.701784766,0.72437327,0.761799258,0.02665268,NAN,NAN,NAN,,,199,,,,,,,,,
1221,DecisionTreeRegressor,0.655713628,0.724320074,0.776414627,0.050640331,NAN,NAN,NAN,,,331,,,,,,,,,
576,DecisionTreeRegressor,0.636006011,0.724306687,0.779123845,0.063042515,NAN,NAN,NAN,,,116,,,,,,,,,
1323,DecisionTreeRegressor,0.650166678,0.72427576,0.781054803,0.054821973,NAN,NAN,NAN,,,365,,,,,,,,,
2627,DecisionTreeRegressor,0.597806386,0.724238984,0.79781437,0.089800565,NAN,NAN,NAN,,,800,log2,,,,,,,,
1608,DecisionTreeRegressor,0.688267272,0.724179166,0.753656437,0.027079993,NAN,NAN,NAN,,,460,,,,,,,,,
585,DecisionTreeRegressor,0.689548175,0.724154994,0.756169431,0.027259717,NAN,NAN,NAN,,,119,,,,,,,,,
1245,DecisionTreeRegressor,0.660060208,0.724026377,0.766348432,0.046011936,NAN,NAN,NAN,,,339,,,,,,,,,
627,DecisionTreeRegressor,0.668244055,0.723966564,0.781296528,0.046167473,NAN,NAN,NAN,,,133,,,,,,,,,
885,DecisionTreeRegressor,0.651412755,0.723874545,0.782369598,0.054367429,NAN,NAN,NAN,,,219,,,,,,,,,
855,DecisionTreeRegressor,0.667092657,0.723638914,0.753587823,0.040007646,NAN,NAN,NAN,,,209,,,,,,,,,
1842,DecisionTreeRegressor,0.660183184,0.723612636,0.771596238,0.046777116,NAN,NAN,NAN,,,538,,,,,,,,,
2325,DecisionTreeRegressor,0.670478288,0.723384904,0.780748617,0.04512786,NAN,NAN,NAN,,,699,,,,,,,,,
2253,DecisionTreeRegressor,0.648196896,0.723374601,0.77620134,0.05459523,NAN,NAN,NAN,,,675,,,,,,,,,
2859,DecisionTreeRegressor,0.645410905,0.723279018,0.780789379,0.057111944,NAN,NAN,NAN,,,877,,,,,,,,,
1554,DecisionTreeRegressor,0.68597536,0.723238525,0.774623017,0.037542515,NAN,NAN,NAN,,,442,,,,,,,,,
1956,DecisionTreeRegressor,0.643780666,0.723236806,0.781601765,0.058208203,NAN,NAN,NAN,,,576,,,,,,,,,
658,DecisionTreeRegressor,0.599770725,0.723208553,0.818372432,0.091455777,NAN,NAN,NAN,,,144,sqrt,,,,,,,,
2763,DecisionTreeRegressor,0.649289526,0.723002752,0.775315014,0.053629015,NAN,NAN,NAN,,,845,,,,,,,,,
1338,DecisionTreeRegressor,0.65204178,0.722971089,0.769737324,0.050996411,NAN,NAN,NAN,,,370,,,,,,,,,
3168,DecisionTreeRegressor,0.681267471,0.722917351,0.781616932,0.042704588,NAN,NAN,NAN,,,980,,,,,,,,,
1287,DecisionTreeRegressor,0.659019815,0.722901534,0.771926122,0.047275852,NAN,NAN,NAN,,,353,,,,,,,,,
978,DecisionTreeRegressor,0.668634746,0.722882302,0.757311701,0.038819841,NAN,NAN,NAN,,,250,,,,,,,,,
1749,DecisionTreeRegressor,0.664469909,0.722791201,0.753303803,0.041254152,NAN,NAN,NAN,,,507,,,,,,,,,
735,DecisionTreeRegressor,0.639292609,0.722703836,0.779668911,0.060282257,NAN,NAN,NAN,,,169,,,,,,,,,
2445,DecisionTreeRegressor,0.681449214,0.722587813,0.765253559,0.034230018,NAN,NAN,NAN,,,739,,,,,,,,,
297,DecisionTreeRegressor,0.659728284,0.72257772,0.765627996,0.045443682,NAN,NAN,NAN,,,23,,,,,,,,,
1707,DecisionTreeRegressor,0.643246321,0.722498865,0.775056226,0.057025943,NAN,NAN,NAN,,,493,,,,,,,,,
2439,DecisionTreeRegressor,0.65834726,0.72244834,0.787479953,0.052722307,NAN,NAN,NAN,,,737,,,,,,,,,
2646,DecisionTreeRegressor,0.686663151,0.72222335,0.778162632,0.040037641,NAN,NAN,NAN,,,806,,,,,,,,,
1509,DecisionTreeRegressor,0.692442993,0.722213359,0.761621045,0.029052357,NAN,NAN,NAN,,,427,,,,,,,,,
1989,DecisionTreeRegressor,0.662694928,0.72209727,0.758171485,0.042324889,NAN,NAN,NAN,,,587,,,,,,,,,
1461,DecisionTreeRegressor,0.649302585,0.722074436,0.765490544,0.051776636,NAN,NAN,NAN,,,411,,,,,,,,,
2808,DecisionTreeRegressor,0.675567074,0.721953924,0.751769085,0.033243067,NAN,NAN,NAN,,,860,,,,,,,,,
1116,DecisionTreeRegressor,0.658415821,0.721894481,0.803720094,0.060722269,NAN,NAN,NAN,,,296,,,,,,,,,
2577,DecisionTreeRegressor,0.643600012,0.72188505,0.772202921,0.056102875,NAN,NAN,NAN,,,783,,,,,,,,,
2874,DecisionTreeRegressor,0.653581692,0.721868977,0.766185386,0.048995579,NAN,NAN,NAN,,,882,,,,,,,,,
1143,DecisionTreeRegressor,0.666376571,0.721795792,0.763452469,0.0408084,NAN,NAN,NAN,,,305,,,,,,,,,
408,DecisionTreeRegressor,0.682551639,0.721743881,0.762568039,0.032686934,NAN,NAN,NAN,,,60,,,,,,,,,
645,DecisionTreeRegressor,0.694367067,0.721729353,0.74114076,0.019905727,NAN,NAN,NAN,,,139,,,,,,,,,
1122,DecisionTreeRegressor,0.655218462,0.721063027,0.796896808,0.058269642,NAN,NAN,NAN,,,298,,,,,,,,,
290,DecisionTreeRegressor,0.663199423,0.720956629,0.777065863,0.046500383,NAN,NAN,NAN,,,21,log2,,,,,,,,
333,DecisionTreeRegressor,0.64782144,0.720809225,0.765146441,0.052005963,NAN,NAN,NAN,,,35,,,,,,,,,
1296,DecisionTreeRegressor,0.678762257,0.720774427,0.74214937,0.029708617,NAN,NAN,NAN,,,356,,,,,,,,,
